HOU,2,CHI,0,20170415
POR,2,ORL,0,20170415
WAS,0,NC,1,20170415
SEA,1,NJ,1,20170415
KC,2,BOS,0,20170416
CHI,1,KC,0,20170422
ORL,1,WAS,0,20170422
NC,1,POR,0,20170422
SEA,5,HOU,1,20170422
BOS,1,NJ,0,20170423
POR,1,CHI,0,20170429
NC,3,ORL,1,20170429
BOS,3,SEA,0,20170429
WAS,0,HOU,1,20170429
NJ,1,KC,0,20170430
CHI,2,HOU,0,20170506
WAS,4,NJ,3,20170506
POR,2,SEA,2,20170506
BOS,0,NC,1,20170507
KC,1,ORL,1,20170507
HOU,1,NJ,3,20170513
SEA,6,WAS,2,20170513
KC,0,POR,0,20170513
